title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Book Genre and Summary NLP,Dataset for using book summary to determine genre. Original data from here https://www.kaggle.com/datasets/athu1105/book-genre-prediction?resource=download (2024),"Apr 8, 2024","Mcknight, Justin Thomas, 2024, ""Book Genre and Summary NLP"", https://doi.org/10.7910/DVN/FY3IRK, Harvard Dataverse, V1, UNF:6:Aw6gm8hNe3TzHl5gQbGFGQ== [fileUNF]",Computer and Information Science,CC0 1.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
